phylum,class,order,family,genus,species,specificEpithet,sex,sampleSizeValue,body mass,body mass_minimum,body mass_maximum,metabolic rate,metabolic rate_minimum,metabolic rate_maximum,original respiratoryQuotient,original temperature,mass-specific metabolic rate,brain size
Chordata,Aves,Passeriformes,Estrildidae,Erythrura,Erythrura gouldiae,gouldiae,,1,0.0145,,,,,,,,,0.00054908
Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus novaeseelandiae,novaeseelandiae,,1,0.0264,,,,,,,,,0.00087024
Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla sp.,sp.,,1,0.023,,,,,,,,,0.0005698
Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,longirostris,,7,0.6781,,,,,,,,,0.00473452
Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus fuliginosus,fuliginosus,,7,0.7594,,,,,,,,,0.00539756
Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,Himantopus himantopus,himantopus,,9,0.1744,,,,,,,,,0.0019684
Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,Recurvirostra novaehollandiae,novaehollandiae,,6,0.3244,,,,,,,,,0.002072
Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis fulva,fulva,,3,0.1291,,,,,,,,,0.00199948
Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis squatarola,squatarola,female,3,0.2752,,,,,,,,,0.0026418
Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,ruficapillus,,3,0.0375,,,,,,,,,0.00084952
Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus,bicinctus,,8,0.0586,,,,,,,,,0.00114996
Chordata,Aves,Charadriiformes,Charadriidae,Elseyornis,Elseyornis melanops,melanops,,3,0.0303,,,,,,,,,0.00087024
Chordata,Aves,Charadriiformes,Charadriidae,Thinornis,Thinornis rubricollis,rubricollis,,6,0.1008,,,,,,,,,0.00117068
Chordata,Aves,Charadriiformes,Charadriidae,Erythrogonys,Erythrogonys cinctus,cinctus,,3,0.0484,,,,,,,,,0.00100492
Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus tricolor,tricolor,,15,0.1842,,,,,,,,,0.00247604
Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,miles,,9,0.3598,,,,,,,,,0.0029526
Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago hardwickii,hardwickii,,4,0.1537,,,,,,,,,0.0020202
Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,Limosa lapponica,lapponica,,10,0.3336,,,,,,,,,0.00286972
Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius phaeopus,phaeopus,,6,0.3801,,,,,,,,,0.00324268
Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius madagascariensis,madagascariensis,,5,0.7641,,,,,,,,,0.0048692
Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,hypoleucos,,5,0.0433,,,,,,,,,0.00089096
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa brevipes,brevipes,,6,0.1237,,,,,,,,,0.00140896
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa nebularia,nebularia,,3,0.1735,,,,,,,,,0.0019166
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa stagnatilis,stagnatilis,,3,0.0703,,,,,,,,,0.00105672
Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Arenaria interpres,interpres,,12,0.1115,,,,,,,,,0.00138824
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris alba,alba,,10,0.0545,,,,,,,,,0.00104636
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,ruficollis,,11,0.0268,,,,,,,,,0.00068376
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris melanotos,melanotos,,10,0.0609,,,,,,,,,0.00112924
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris acuminata,acuminata,,10,0.0646,,,,,,,,,0.00102564
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ferruginea,ferruginea,,11,0.0552,,,,,,,,,0.00102564
Chordata,Aves,Anseriformes,Anseranatidae,Anseranas,Anseranas semipalmata,semipalmata,,9,,,,,,,,,,0.00931364
Chordata,Aves,Anseriformes,Anseranatidae,Anseranas,Anseranas semipalmata,semipalmata,,3,,,,,,,,,,0.00891996
Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna viduata,viduata,,7,,,,,,,,,,0.0045584
Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna viduata,viduata,,3,,,,,,,,,,0.00438228
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus olor,olor,,10,,,,,,,,,,0.01536388
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus olor,olor,,4,,,,,,,,,,0.0141932
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus atratus,atratus,,12,,,,,,,,,,0.01273244
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus atratus,atratus,,8,,,,,,,,,,0.0122766
Chordata,Aves,Anseriformes,Anatidae,Branta,Branta canadensis,canadensis,,5,,,,,,,,,,0.01174824
Chordata,Aves,Anseriformes,Anatidae,Branta,Branta canadensis,canadensis,,4,,,,,,,,,,0.01209012
Chordata,Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga melanoptera,melanoptera,,3,,,,,,,,,,0.00762496
Chordata,Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga melanoptera,melanoptera,,5,,,,,,,,,,0.00796684
Chordata,Aves,Anseriformes,Anatidae,Alopochen,Alopochen aegyptiacus,aegyptiacus,,5,,,,,,,,,,0.00746956
Chordata,Aves,Anseriformes,Anatidae,Alopochen,Alopochen aegyptiacus,aegyptiacus,,4,,,,,,,,,,0.00712768
Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna ferruginea,ferruginea,,8,,,,,,,,,,0.00586376
Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna ferruginea,ferruginea,,8,,,,,,,,,,0.00563584
Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna tadornoides,tadornoides,,10,,,,,,,,,,0.00615384
Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna tadornoides,tadornoides,,5,,,,,,,,,,0.00603988
Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna variegate,variegate,,9,,,,,,,,,,0.00573944
Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna variegate,variegate,,4,,,,,,,,,,0.00566692
Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna tadorna,tadorna,,10,,,,,,,,,,0.00506604
Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna tadorna,tadorna,,6,,,,,,,,,,0.00469308
Chordata,Aves,Anseriformes,Anatidae,Callonetta,Callonetta leucophrys,leucophrys,,4,,,,,,,,,,0.00308728
Chordata,Aves,Anseriformes,Anatidae,Callonetta,Callonetta leucophrys,leucophrys,,4,,,,,,,,,,0.00283864
Chordata,Aves,Anseriformes,Anatidae,Chenonetta,Chenonetta jubata,jubata,,10,,,,,,,,,,0.00422688
Chordata,Aves,Anseriformes,Anatidae,Chenonetta,Chenonetta jubata,jubata,,3,,,,,,,,,,0.00397824
Chordata,Aves,Anseriformes,Anatidae,Hymenolaimus,Hymenolaimus malacorhynchos,malacorhynchos,,6,,,,,,,,,,0.00583268
Chordata,Aves,Anseriformes,Anatidae,Hymenolaimus,Hymenolaimus malacorhynchos,malacorhynchos,,4,,,,,,,,,,0.00496244
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas gracilis,gracilis,,16,,,,,,,,,,0.00363636
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas gracilis,gracilis,,2,,,,,,,,,,0.00363636
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas castanea,castanea,,9,,,,,,,,,,0.00369852
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas castanea,castanea,,5,,,,,,,,,,0.00365708
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas querquedula,querquedula,,6,,,,,,,,,,0.00276612
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas querquedula,querquedula,,5,,,,,,,,,,0.00277648
Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya valisineria,valisineria,,11,,,,,,,,,,0.0070448
Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya valisineria,valisineria,,2,,,,,,,,,,0.00470344
Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya americana,americana,,10,,,,,,,,,,0.00548044
Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya americana,americana,,2,,,,,,,,,,0.00567728
Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala clangula,clangula,,11,,,,,,,,,,0.00605024
Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala clangula,clangula,,3,,,,,,,,,,0.00578088
Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala islandica,islandica,,10,,,,,,,,,,0.00634032
Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala islandica,islandica,,3,,,,,,,,,,0.00607096
Chordata,Aves,Passeriformes,Eurylaimidae,Cymbirhynchus,Cymbirhynchus macrorhynchus,macrorhynchus,,2,,,,,,,,,,0.0015
Chordata,Aves,Passeriformes,Formicariidae,Chamaeza,Chamaeza campanisona,campanisona,,1,,,,,,,,,,0.0019
Chordata,Aves,Passeriformes,Cotingidae,Pyroderus,Pyroderus scutatus,scutatus,,2,,,,,,,,,,0.00445
Chordata,Aves,Passeriformes,Tyrannidae,Colonia,Colonia colonus,colonus,,1,,,,,,,,,,0.0013
Chordata,Aves,Passeriformes,Contingidae,Phytotoma,Phytotoma rara,rara,,1,,,,,,,,,,0.0012
Chordata,Aves,Passeriformes,Menuridae,Menura,Menura novaehollandiae,novaehollandiae,,1,0.91,,,,,,,,,0.0105
Chordata,Aves,Passeriformes,Leiothrichidae,Garrulax,Garrulax leucolophus,leucolophus,,2,,,,,,,,,,0.00255
Chordata,Aves,Passeriformes,Artamidae,Gymnorhina,Gymnorhina tibicen,tibicen,,1,,,,,,,,,,0.0041
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus albus,albus,,1,,,,,,,,,,0.0105
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus ruficollis,ruficollis,,1,,,,,,,,,,0.0105
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus albicollis,albicollis,,1,,,,,,,,,,0.012
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus abyssinicus,abyssinicus,,1,,,,,,,,,,0.0145
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus capensis,capensis,,1,,,,,,,,,,0.008
Chordata,Aves,Passeriformes,Corvidae,Urocissa,Urocissa erythrorhyncha,erythrorhyncha,,4,,,,,,,,,,0.0038
Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax chrysops,chrysops,,1,,,,,,,,,,0.0043
Chordata,Aves,Passeriformes,Corvidae,Dendrocitta,Dendrocitta cinerascense,cinerascense,,1,,,,,,,,,,0.0028
Chordata,Aves,Passeriformes,Corvidae,Cyanopica,Cyanopica cyanus,cyanus,,1,,,,,,,,,,0.003
Chordata,Aves,Passeriformes,Corvidae,Pica,Pica nuttalli,nuttalli,,1,0.16,,,,,,,,,0.0043
Chordata,Aves,Passeriformes,Corvidae,Ptilostomus,Ptilostomus afer,afer,,1,0.13,,,,,,,,,0.0029
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus crassirostris,crassirostris,,1,,,,,,,,,,0.014
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus rhipidurus,rhipidurus,,1,0.745,,,,,,,,,0.0094
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus cryptoleucus,cryptoleucus,,1,0.535,,,,,,,,,0.0087
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus torquatus,torquatus,,1,,,,,,,,,,0.008
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus caurinus,caurinus,,1,0.39,,,,,,,,,0.007
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus ossifragus,ossifragus,,1,0.285,,,,,,,,,0.0067
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus imparatus,imparatus,,1,,,,,,,,,,0.0044
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus palmarum,palmarum,,1,0.29,,,,,,,,,0.0059
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus nasicus,nasicus,,1,0.36,,,,,,,,,0.0059
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus leucognaphalus,leucognaphalus,,1,,,,,,,,,,0.0087
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus jamaicensis,jamaicensis,,1,,,,,,,,,,0.007
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus enca,enca,,1,0.24,,,,,,,,,0.0066
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus orru,orru,,1,0.435,,,,,,,,,0.0081
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus bennetti,bennetti,,1,0.43,,,,,,,,,0.0079
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus validus,validus,,1,,,,,,,,,,0.0087
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus tristis,tristis,,1,0.635,,,,,,,,,0.0103
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus moneduloides,moneduloides,,1,0.275,,,,,,,,,0.0063
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus tropicus,tropicus,,1,,,,,,,,,,0.0099
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus macrorhynchos,macrorhynchos,,2,0.49,,,,,,,,,0.0097
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus splendens,splendens,,1,0.295,,,,,,,,,0.0057
Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,Pyrrhocorax graculus,graculus,,2,0.15,,,,,,,,,0.0035
Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,Pyrrhocorax pyrrhocorax,pyrrhocorax,,3,0.3,,,,,,,,,0.0061
Chordata,Aves,Passeriformes,Corvidae,Podoces,Podoces hendersoni,hendersoni,,1,0.12,,,,,,,,,0.0039
Chordata,Aves,Passeriformes,Corvidae,Podoces,Podoces panderi,panderi,,1,,,,,,,,,,0.0026
Chordata,Aves,Passeriformes,Corvidae,Nucifraga,Nucifraga caryocatactes,caryocatactes,,3,0.16,,,,,,,,,0.0054
Chordata,Aves,Passeriformes,Corvidae,Nucifraga,Nucifraga columbiana,columbiana,,1,,,,,,,,,,0.0053
Chordata,Aves,Passeriformes,Corvidae,Gymnorhinus,Gymnorhinus cyanocephalus,cyanocephalus,,1,0.105,,,,,,,,,0.0026
Chordata,Aves,Passeriformes,Corvidae,Cyanopica,Cyanopica cyanus,cyanus,,2,0.07,,,,,,,,,0.0027
Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma coerulescens,coerulescens,,1,0.08,,,,,,,,,0.0028
Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma ultramarina,ultramarina,,1,0.125,,,,,,,,,0.0037
Chordata,Aves,Passeriformes,Corvidae,Cyanolyca,Cyanolyca argentigula,argentigula,,1,0.2,,,,,,,,,0.0026
Chordata,Aves,Passeriformes,Corvidae,Cyanolyca,Cyanolyca viridicyanea,viridicyanea,,1,0.1,,,,,,,,,0.0033
Chordata,Aves,Passeriformes,Corvidae,Cissilopha,Cissilopha beecheii,beecheii,,1,0.195,,,,,,,,,0.0043
Chordata,Aves,Passeriformes,Corvidae,Cissilopha,Cissilopha sanblasiana,sanblasiana,,1,0.11,,,,,,,,,0.003
Chordata,Aves,Passeriformes,Corvidae,Cissilopha,Cissilopha melanocyanea,melanocyanea,,1,0.11,,,,,,,,,0.0033
Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax yncas,yncas,,3,0.08,,,,,,,,,0.0024
Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax mystacalis,mystacalis,,1,,,,,,,,,,0.0032
Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax affinis,affinis,,1,0.21,,,,,,,,,0.0037
Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax chrysops,chrysops,,2,0.155,,,,,,,,,0.0027
Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax cayanus,cayanus,,1,0.175,,,,,,,,,0.0042
Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax violaceus,violaceus,,1,0.26,,,,,,,,,0.0047
Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax cyanomelas,cyanomelas,,1,0.22,,,,,,,,,0.0038
Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax caeruleus,caeruleus,,1,0.27,,,,,,,,,0.0037
Chordata,Aves,Passeriformes,Corvidae,Psilorhinus,Psilorhinus morio,morio,,1,0.205,,,,,,,,,0.005
Chordata,Aves,Passeriformes,Corvidae,Calocitta,Calocitta formosa,formosa,,1,0.21,,,,,,,,,0.0042
Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,Cyanocitta stelleri,stelleri,,1,0.13,,,,,,,,,0.0034
Chordata,Aves,Passeriformes,Corvidae,Perisoreus,Perisoreus infaustus,infaustus,,1,0.085,,,,,,,,,0.0027
Chordata,Aves,Passeriformes,Corvidae,Perisoreus,Perisoreus canadensis,canadensis,,1,0.075,,,,,,,,,0.0024
Chordata,Aves,Passeriformes,Corvidae,Platylophus,Platylophus galericulatus,galericulatus,,1,,,,,,,,,,0.0025
Chordata,Aves,Passeriformes,Corvidae,Crypsirina,Crypsirina temia,temia,,1,,,,,,,,,,0.0018
Chordata,Aves,Passeriformes,Corvidae,Dendrocitta,Dendrocitta formosae,formosae,,1,0.105,,,,,,,,,0.0024
Chordata,Aves,Passeriformes,Corvidae,Dendrocitta,Dendrocitta occipitalis,occipitalis,,1,,,,,,,,,,0.0027
Chordata,Aves,Passeriformes,Corvidae,Urocissa,Urocissa caerulea,caerulea,,1,0.215,,,,,,,,,0.0046
Chordata,Aves,Passeriformes,Corvidae,Cissa,Cissa chinensis,chinensis,,1,0.125,,,,,,,,,0.003
Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca sexta,sexta,male,12,,,,,,,,,,9.14E-07
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossum,Macroglossum stellatarum,stellatarum,male and female,10,,,,,,,,,,4.77E-07
Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila,Deilephila elpenor,elpenor,male and female,10,,,,,,,,,,3.98E-07
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia croslandi,croslandi,,1,0.000026059,,,,,,,,,0.000000551
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia croslandi,croslandi,,1,0.000015219,,,,,,,,,0.000000515
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia croslandi,croslandi,,1,0.000023594,,,,,,,,,0.000000564
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia croslandi,croslandi,,1,0.000014298,,,,,,,,,0.00000044
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia croslandi,croslandi,,1,0.00001716,,,,,,,,,0.00000052
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia croslandi,croslandi,,1,0.000020997,,,,,,,,,0.000000533
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia croslandi,croslandi,,1,0.000024925,,,,,,,,,0.000000561
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000024624,,,,,,,,,0.000000845
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000073623,,,,,,,,,0.000001213
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000023351,,,,,,,,,0.00000085
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000070207,,,,,,,,,0.000001174
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000110076,,,,,,,,,0.000001292
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.00009883,,,,,,,,,0.000001365
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000019895,,,,,,,,,0.000000788
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000029103,,,,,,,,,0.000000844
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000055055,,,,,,,,,0.000000975
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000068202,,,,,,,,,0.000001104
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000041244,,,,,,,,,0.000001022
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000109074,,,,,,,,,0.000001267
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000026048,,,,,,,,,0.000000874
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000089034,,,,,,,,,0.000001164
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000048029,,,,,,,,,0.000000921
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000080886,,,,,,,,,0.000001152
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000076072,,,,,,,,,0.000001121
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000026048,,,,,,,,,0.000000874
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.00008221,,,,,,,,,0.000001117
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia gulosa,gulosa,,1,0.000036819,,,,,,,,,0.000000967
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia nigrocincta,nigrocincta,,1,0.000019483,,,,,,,,,0.000000568
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia nigrocincta,nigrocincta,,1,0.000016239,,,,,,,,,0.000000577
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia nigrocincta,nigrocincta,,1,0.000016906,,,,,,,,,0.000000613
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia nigrocincta,nigrocincta,,1,0.000019621,,,,,,,,,0.000000583
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia nigrocincta,nigrocincta,,1,0.000011947,,,,,,,,,0.000000511
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia nigrocincta,nigrocincta,,1,0.000015607,,,,,,,,,0.000000576
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000032521,,,,,,,,,0.000000712
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000093735,,,,,,,,,0.000000982
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.00005638,,,,,,,,,0.000000927
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000094044,,,,,,,,,0.000000968
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000083526,,,,,,,,,0.00000099
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000038383,,,,,,,,,0.000000757
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.00003077,,,,,,,,,0.000000781
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000076884,,,,,,,,,0.000000985
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000058001,,,,,,,,,0.000000838
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000071297,,,,,,,,,0.000000981
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000060711,,,,,,,,,0.000000921
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000085927,,,,,,,,,0.000000958
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000065596,,,,,,,,,0.000000971
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000040866,,,,,,,,,0.000000765
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000095688,,,,,,,,,0.00000102
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia tarsata,tarsata,,1,0.000035842,,,,,,,,,0.000000735
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.000053375,,,,,,,,,0.000001033
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.00017698,,,,,,,,,0.000001588
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.00017355,,,,,,,,,0.000001687
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.000056575,,,,,,,,,0.000001251
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.000106208,,,,,,,,,0.000001394
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.000072338,,,,,,,,,0.000001125
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.00004198,,,,,,,,,0.00000091
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.000097124,,,,,,,,,0.0000014
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.000147656,,,,,,,,,0.000001573
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.000041681,,,,,,,,,0.000001149
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.000024273,,,,,,,,,0.000000865
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia midas,midas,,1,0.000022167,,,,,,,,,0.000000839
