species,panth_bodymass_g,mean_long,Diet,logage,logmass,diet.new
Tragelaphus_scriptus,43250.39,169.8,Herbivore,5.134621273877247,10.67476152966041,Herbivore
Tragelaphus_spekii,75554.25,264.6,Herbivore,5.5782192516808555,11.232606220255015,Herbivore
Tragelaphus_strepsiceros,206056.41,279,Herbivore,5.631211781821365,12.235905245237227,Herbivore
Tragulus_javanicus,1889.93,156,Herbivore,5.049856007249537,7.544295070330763,Herbivore
Tragulus_napu,5273.67,198.18,?,5.289175708630753,8.570481793852052,NA
Tremarctos_ornatus,123176.97,452.5,Omnivore,6.114787763139981,11.721377380789445,Omnivore
Trichechus_inunguis,418001.19,420,Herbivore,6.040254711277414,12.943239558392793,Herbivore
Trichechus_manatus,467324.83,594,Herbivore,6.386879319362645,13.054779862307932,Herbivore
Trichosurus_vulpecula,2685.39,183.6,Herbivore,5.21275947818639,7.89558124779165,Herbivore
Tupaia_belangeri,200,126.6,?,4.841032509710076,5.298317366548036,NA
Tupaia_glis,132.43,148.9,Omnivore,5.003274939689963,4.8860542039388735,Omnivore
Tupaia_minor,70,146.4,Omnivore,4.986342601527212,4.248495242049359,Omnivore
Tupaia_tana,182.33,139.2,?,4.935911747900319,5.205818232051113,NA
Tursiops_truncatus,281040.55,585.6,Carnivore,6.3726369626471016,12.54625424395459,Carnivore
Tylomys_nudicaudus,181.65,64.8,?,4.1713056033582285,5.202081758667211,NA
Uncia_uncia,32500,235.2,Carnivore,5.460436216024472,10.388995368317829,Carnivore
Urocyon_cinereoargenteus,3833.71,187.2,Omnivore,5.232177564043492,8.251588281725514,Omnivore
Urogale_everetti,300.79,138,Omnivore,4.927253685157205,5.706412346842217,Omnivore
Ursus_americanus,110500,396,Omnivore,5.981414211254481,11.612770799939945,Omnivore
Ursus_arctos,196287.5,540,Omnivore,6.29156913955832,12.18733570019321,Omnivore
Ursus_maritimus,371703.81,492,Carnivore,6.198478716492308,12.825852606434585,Carnivore
Ursus_thibetanus,99714.19,446.2,Omnivore,6.100767281998432,11.510063272803349,Omnivore
Varecia_rubra,3872.6,450,?,6.1092475827643655,8.261681395069298,NA
Varecia_variegata,3849.99,432,Herbivore,6.068425588244111,8.255825829875858,Herbivore
Vespadelus_darlingtoni,6.06,96,?,4.564348191467836,1.801709800081223,NA
Vespadelus_regulus,5.05,96,?,4.564348191467836,1.6193882432872684,NA
Vespadelus_vulturnus,3.77,109.2,?,4.693181063310805,1.3270750014599193,NA
Vicugna_vicugna,47499.61,338.4,Herbivore,5.824228627732068,10.768476779462711,Herbivore
Viverra_zibetha,9148.77,250.2,?,5.522260598032811,9.121374723004044,NA
Vombatus_ursinus,26000,336.6,Herbivore,5.8188952817567055,10.165851817003619,Herbivore
Vormela_peregusna,594.13,106.3,?,4.666265285347902,6.387098150636191,NA
Vulpes_corsac,2615.33,156,?,5.049856007249537,7.869145563565781,NA
Vulpes_lagopus,3584.37,187.8,Omnivore,5.235377566774162,8.184338005373432,Omnivore
Vulpes_macrotis,4499.97,214.8,?,5.36970736263471,8.411826009069522,NA
Vulpes_pallida,2800.01,156,?,5.049856007249537,7.93737826758549,NA
Vulpes_rueppellii,3249.97,171.6,Omnivore,5.145166187053862,8.086401044511948,Omnivore
Vulpes_velox,2088,215.4,Omnivore,5.372496764722288,7.643961949002529,Omnivore
Vulpes_vulpes,4820.36,217.8,Omnivore,5.38357721049886,8.480603893052256,Omnivore
Vulpes_zerda,1317.13,185.3,Omnivore,5.221976133291314,7.1832104060593975,Omnivore
Wallabia_bicolor,14999.95,190.8,Herbivore,5.251225759014186,9.615802146745459,Herbivore
Xerus_erythropus,602.23,97.8,Herbivore,4.582924577040772,6.400639432143224,Herbivore
Xerus_inauris,572.6,147,Omnivore,4.990432586778736,6.350187392664015,Omnivore
Zaedyus_pichiy,1444.76,129,?,4.859812404361672,7.275698496786669,NA
Zaglossus_bruijni,8951.71,433.2,Carnivore,6.071199515126835,9.0995998544715,Carnivore
Zalophus_californianus,137194.86,394.2,?,5.97685839471862,11.829157530015294,NA
Zapus_hudsonius,18.43,63.6,Omnivore,4.152613470346076,2.9139797716817317,Omnivore
Ziphius_cavirostris,4774999.99,588,Carnivore,6.376726947898627,15.378904529802726,Carnivore
Zyzomys_palatilis,123,74.4,?,4.309455941839047,4.812184355372417,NA
Zyzomys_pedunculatus,100,90,Herbivore,4.499809670330265,4.605170185988092,Herbivore
